user,latitude,longitude,date,day_of_week,hour,categoria
User_3983,-23.005553,-44.315068,2018-07-04,Friday,19,doctor
User_2501,-22.686169,-43.259234,2018-07-04,Friday,19,store
User_5539,-22.814951,-43.245145,2018-07-04,Friday,12,zoo
User_444,-23.561349,-46.372098,2018-07-04,Friday,19,electronics_store
User_5906,-23.510886,-47.458402,2018-07-03,Friday,18,shoe_store
User_5846,-12.949905,-38.365165,2018-07-03,Friday,18,car_repair
User_762,-12.893637,-38.483341,2018-07-04,Friday,18,taxi_stand
User_2023,-19.981339,-43.998722,2018-07-03,Friday,15,restaurant
User_5323,-23.55543,-46.662584,2018-07-14,Friday,18,furniture_store
User_3497,-23.475187,-47.499169,2018-07-14,Friday,18,restaurant
User_3918,-29.752987,-51.089167,2018-07-14,Friday,18,grocery_or_supermarket
User_3826,-10.459126,-40.184613,2018-07-14,Friday,17,car_wash
User_1614,-22.802171,-43.20152,2018-07-14,Friday,17,restaurant
User_3599,-15.742238,-47.897388,2018-07-14,Friday,13,restaurant
User_172,-22.357129,-47.379279,2018-07-14,Friday,18,electronics_store
User_4345,-22.952498,-47.312423,2018-07-14,Monday,2,car_dealer
User_2124,-19.465153,-42.525937,2018-07-14,Friday,16,university
User_4370,-29.581944,-50.90753,2018-07-14,Friday,17,restaurant
User_2106,-12.270209,-38.960913,2018-07-14,Friday,17,restaurant
User_1956,-22.912681,-47.082024,2018-07-14,Friday,17,movie_rental
User_5340,-22.831801,-43.037856,2018-07-14,Friday,17,cafe
User_1606,-23.547633,-46.527168,2018-07-14,Friday,17,pharmacy
User_1773,-11.487528,-37.930886,2018-07-14,Friday,11,restaurant
User_5052,-20.456865,-54.641141,2018-07-14,Friday,15,pharmacy
User_4071,-25.434936,-49.276552,2018-07-14,Friday,17,store
User_2419,-16.660893,-49.259715,2018-07-14,Friday,17,cultural_venue
User_919,-25.443353,-49.254081,2018-07-04,Friday,18,restaurant
User_4194,-24.011311,-46.414553,2018-07-14,Friday,18,lodging
User_3683,-9.15795,-36.023562,2018-07-14,Thursday,14,school
User_2450,-15.836096,-48.056948,2018-07-14,Thursday,18,locksmith
User_2443,-23.738936,-46.53928,2018-07-14,Thursday,18,restaurant
User_3445,-25.53197,-49.274402,2018-07-13,Thursday,18,car_dealer
User_3383,-19.767981,-43.953644,2018-07-14,Thursday,19,restaurant
User_4,-29.684824,-51.070894,2018-07-14,Thursday,18,store
User_1914,-12.961766,-38.505241,2018-07-14,Thursday,15,store
User_1646,-15.834903,-48.010146,2018-07-14,Thursday,18,restaurant
User_4872,-19.914338,-43.927322,2018-07-14,Thursday,18,lodging
User_5917,-23.64875,-46.703824,2018-07-14,Thursday,14,store
User_988,-5.849817,-35.214869,2018-07-14,Thursday,12,storage
User_2355,-20.286842,-40.816449,2018-07-14,Thursday,19,real_estate_agency
User_4139,-9.39622,-40.501745,2018-07-02,Thursday,18,storage
User_4821,-18.26398,-48.14866,2018-07-02,Thursday,18,storage
User_3860,-20.801366,-51.696305,2018-07-02,Thursday,17,school
User_3326,-23.662686,-46.755072,2018-07-02,Thursday,18,bar
User_1751,-14.660425,-52.354782,2018-07-02,Thursday,18,school
User_1836,-27.596159,-48.588825,2018-07-02,Thursday,19,store
User_3137,-3.741892,-38.539935,2018-07-02,Thursday,17,hospital
User_3473,-22.58935,-44.970691,2018-07-02,Thursday,18,bus_station
User_1903,-23.610571,-46.564674,2018-07-02,Thursday,18,car_dealer
User_3067,-5.928928,-35.266124,2018-07-02,Thursday,18,car_dealer
User_4812,-23.546386,-46.572733,2018-07-02,Thursday,19,store
User_1148,-20.467936,-54.616178,2018-07-02,Thursday,17,bar
User_5249,-25.406548,-49.177642,2018-07-02,Thursday,18,movie_rental
User_558,-15.801046,-47.934508,2018-07-01,Thursday,18,school
User_4308,-21.687532,-51.073196,2018-07-02,Thursday,18,hospital
User_1439,-25.452526,-49.211884,2018-07-02,Thursday,18,store
User_4407,-29.18694,-54.872361,2018-07-02,Thursday,18,locksmith
User_2350,-22.394953,-47.561332,2018-07-02,Thursday,19,store
User_5868,-23.230748,-46.847255,2018-07-02,Thursday,3,movie_rental
User_5818,-12.957077,-38.453019,2018-07-02,Wednesday,16,restaurant
User_4619,-8.082745,-34.944618,2018-07-02,Thursday,0,store
User_3451,-15.823478,-48.067746,2018-07-02,Wednesday,12,park
User_2836,-23.580126,-46.614325,2018-07-02,Wednesday,22,movie_rental
User_2617,-22.664445,-50.419043,2018-07-02,Wednesday,22,restaurant
User_2385,-21.153518,-47.769767,2018-07-02,Wednesday,22,doctor
User_1644,-5.784703,-35.20021,2018-07-02,Wednesday,21,restaurant
User_4987,-27.666036,-48.503523,2018-07-11,Wednesday,22,restaurant
User_1030,-16.016853,-48.064217,2018-07-11,Wednesday,20,movie_rental
User_559,-10.911557,-37.053608,2018-07-11,Thursday,6,grocery_or_supermarket
User_1444,-27.440898,-48.401264,2018-07-11,Thursday,6,school
User_4494,-16.335246,-48.953223,2018-07-11,Wednesday,18,doctor
User_2555,-21.168074,-47.841245,2018-07-11,Friday,8,bar
User_1054,-12.847709,-39.091622,2018-07-11,Thursday,5,fire_station
User_359,-23.318177,-51.134899,2018-07-11,Thursday,6,furniture_store
User_5132,-22.885299,-43.115941,2018-07-11,Thursday,6,store
User_2617,-23.538418,-46.358126,2018-07-11,Wednesday,22,restaurant
User_5724,-29.886617,-54.826839,2018-07-11,Wednesday,22,cemetery
User_4910,-26.204145,-48.910603,2018-07-11,Wednesday,20,restaurant
User_3217,-23.520973,-47.251037,2018-07-10,Wednesday,13,restaurant
User_352,-23.506021,-46.467741,2018-07-11,Tuesday,22,bus_station
User_5185,-22.914349,-43.205037,2018-07-11,Tuesday,20,cafe
User_2014,-22.228884,-54.839202,2018-07-11,Tuesday,22,storage
User_1384,-22.989085,-43.359687,2018-07-11,Tuesday,7,school
User_4594,-23.551971,-46.548752,2018-07-11,Tuesday,9,campground
User_4673,-21.192723,-47.800478,2018-07-11,Tuesday,17,bakery
User_5560,-16.650575,-49.263237,2018-07-11,Tuesday,18,car_repair
User_1576,-29.830672,-51.134042,2018-07-11,Wednesday,7,restaurant
User_574,-27.598781,-48.553866,2018-07-11,Wednesday,7,restaurant
User_4236,-22.015322,-47.885221,2018-07-11,Wednesday,7,cultural_venue
User_32,-23.337749,-46.840917,2018-07-11,Wednesday,7,store
User_2296,-9.644772,-35.700361,2018-07-11,Wednesday,8,restaurant
User_674,-30.03599,-51.151778,2018-07-11,Wednesday,8,airport
User_2641,-6.105043,-49.354517,2018-07-11,Wednesday,7,lodging
User_929,-3.351634,-40.463906,2018-07-11,Wednesday,7,doctor
User_628,-23.387237,-51.916448,2018-07-11,Wednesday,8,restaurant
User_62,-3.131317,-60.011814,2018-07-11,Tuesday,18,restaurant
User_4845,-23.967286,-46.389298,2018-07-11,Tuesday,22,restaurant
User_4948,-29.168161,-51.237053,2018-07-11,Tuesday,22,bar
User_3805,-11.878406,-55.5134,2018-07-11,Tuesday,23,locksmith
User_4146,-8.129349,-34.933455,2018-07-11,Tuesday,4,cultural_venue
User_5249,-20.984787,-47.661093,2018-07-11,Tuesday,22,store
User_2754,-23.500034,-46.843644,2018-07-11,Tuesday,22,bakery
User_2802,-23.016429,-45.548673,2018-07-11,Tuesday,22,cultural_venue
User_3561,-12.149166,-44.991027,2018-07-11,Tuesday,19,school
User_3943,-3.111117,-60.043833,2018-07-11,Tuesday,21,courthouse
User_5032,-8.034667,-34.98049,2018-07-11,Tuesday,18,restaurant
User_4534,-21.743399,-43.354498,2018-07-11,Tuesday,16,home_goods_store
User_2117,-23.306685,-45.970917,2018-07-13,Tuesday,18,restaurant
User_1816,-23.647561,-46.847257,2018-07-13,Tuesday,18,restaurant
User_3207,-3.731358,-38.541093,2018-07-13,Tuesday,12,store
User_4608,-22.821858,-43.418202,2018-07-13,Tuesday,9,store
User_2684,-12.987078,-38.478776,2018-07-13,Tuesday,21,school
User_5698,-3.136848,-59.984881,2018-07-13,Monday,10,car_dealer
User_5913,-20.09656,-44.598574,2018-07-13,Sunday,22,restaurant
User_4688,-22.954594,-43.168729,2018-07-13,Monday,12,qsr
User_3742,-6.481033,-35.435824,2018-07-13,Monday,12,store
User_913,-22.340213,-46.92396,2018-07-13,Wednesday,19,doctor
User_448,-3.785443,-38.510347,2018-07-13,Monday,12,restaurant
User_397,-23.505737,-47.617189,2018-07-13,Monday,11,store
User_615,-23.611142,-46.919645,2018-07-13,Monday,12,bakery
User_4923,-8.126876,-34.901126,2018-07-13,Monday,11,restaurant
User_3289,-7.119084,-34.83374,2018-07-13,Monday,8,hospital
User_5012,-12.357353,-38.867306,2018-07-13,Sunday,10,car_repair
User_5890,-31.766355,-52.352169,2018-07-13,Monday,11,university
User_3284,-15.62986,-56.116698,2018-07-13,Monday,11,car_repair
User_108,-23.157767,-45.913292,2018-07-13,Monday,12,accounting
User_4703,-20.089963,-44.61162,2018-07-13,Monday,12,school
User_3278,-12.966383,-38.463924,2018-07-13,Monday,13,moving_company
User_2062,-1.724566,-48.879173,2018-07-13,Monday,12,store
User_2213,-22.970827,-43.222547,2018-07-13,Monday,13,electronics_store
User_4162,-12.980292,-38.512132,2018-07-13,Monday,12,store
User_5132,-3.77498,-38.562103,2018-07-12,Monday,12,home_goods_store
User_4484,-8.066932,-34.881665,2018-07-12,Monday,12,storage
User_1943,-23.496252,-46.764324,2018-07-11,Monday,12,electronics_store
User_1159,-15.568937,-56.044203,2018-07-12,Monday,5,store
User_2511,-8.240481,-34.978737,2018-07-12,Monday,12,place_of_worship
User_5799,-23.46908,-46.663068,2018-07-12,Monday,13,car_dealer
User_5488,-16.684115,-49.303231,2018-07-10,Monday,13,pharmacy
User_1666,-12.98676,-38.466187,2018-07-12,Monday,13,restaurant
User_5889,-23.289344,-51.226099,2018-07-12,Monday,13,store
User_3265,-5.856889,-35.198685,2018-07-12,Monday,13,bus_station
User_4884,-8.06849,-34.878047,2018-07-12,Monday,13,hospital
User_5377,-13.22883,-39.508915,2018-07-12,Monday,9,restaurant
User_5010,-7.118592,-34.881438,2018-07-12,Monday,12,public_building
User_4843,-22.848341,-42.230101,2018-07-12,Monday,12,atm
User_4512,-23.559989,-51.482714,2018-07-12,Monday,13,store
User_5698,-22.114958,-51.447019,2018-07-12,Monday,13,car_wash
User_3937,-30.076921,-51.199468,2018-07-08,Friday,12,doctor
User_2796,-15.621631,-47.647439,2018-07-12,Friday,8,restaurant
User_3123,-3.113994,-60.002936,2018-07-12,Friday,10,cultural_venue
User_5521,-25.442664,-49.280383,2018-07-12,Friday,12,restaurant
User_1572,-23.744065,-46.705659,2018-07-11,Friday,12,lodging
User_1207,-22.96745,-47.141066,2018-07-12,Friday,12,restaurant
User_1108,-23.653908,-46.535237,2018-07-12,Friday,12,local_government_office
User_2252,-4.437585,-47.537463,2018-07-12,Friday,12,restaurant
User_2055,-20.201237,-40.252295,2018-07-12,Friday,12,gas_station
User_5454,-25.452144,-49.249928,2018-07-12,Friday,12,travel_agency
User_4008,-19.90932,-43.896354,2018-07-12,Friday,12,restaurant
User_2574,-22.397908,-44.970794,2018-07-12,Friday,11,cafe
User_3370,-12.981029,-38.451045,2018-07-12,Friday,10,local_government_office
User_154,-12.897606,-38.342056,2018-07-12,Friday,9,restaurant
User_1633,-22.937969,-43.373159,2018-07-12,Friday,12,bakery
User_1570,-20.374277,-40.308035,2018-07-13,Friday,11,lodging
User_1265,-23.481893,-46.717073,2018-07-13,Friday,11,department_store
User_1697,-12.92145,-38.413455,2018-07-13,Friday,12,university
User_775,-30.022211,-51.101971,2018-07-13,Friday,12,car_dealer
User_2941,-23.436182,-46.791607,2018-07-13,Friday,3,store
User_4750,-3.04533,-60.024027,2018-07-13,Thursday,19,store
User_5131,-15.647543,-47.792066,2018-07-13,Friday,3,beauty_salon
User_5713,-4.448335,-49.111413,2018-07-13,Friday,1,school
User_4650,-20.360299,-40.296604,2018-07-10,Friday,2,restaurant
User_5649,-27.148581,-52.310359,2018-07-13,Friday,3,moving_company
User_5498,-1.422556,-48.448873,2018-07-13,Friday,3,car_wash
User_2544,-16.710257,-49.265216,2018-07-13,Thursday,23,cafe
User_4431,-15.788757,-47.945277,2018-07-13,Friday,11,place_of_worship
User_3854,-23.546068,-46.797507,2018-07-13,Friday,12,restaurant
User_3581,-19.782158,-43.951319,2018-07-13,Friday,12,bank
User_848,-5.785344,-35.205044,2018-07-13,Friday,12,store
User_97,-22.994555,-43.234911,2018-07-13,Friday,12,shoe_store
User_394,-13.856498,-40.087478,2018-07-13,Friday,13,car_repair
User_4716,-3.745194,-38.503444,2018-07-13,Friday,18,gym
User_2322,-22.877717,-43.027095,2018-07-13,Saturday,7,store
User_5187,-16.364826,-48.988902,2018-07-13,Saturday,6,bar
User_3290,-25.462031,-49.29122,2018-07-13,Saturday,7,bank
User_3647,-22.798606,-43.020035,2018-07-11,Saturday,7,hospital
User_3305,-3.768729,-38.633459,2018-07-13,Saturday,7,restaurant
User_2319,-23.428633,-46.482996,2018-07-13,Saturday,7,school
User_470,-15.617237,-47.636184,2018-07-13,Saturday,7,car_dealer
User_3043,-23.279377,-51.196117,2018-07-09,Saturday,7,cafe
User_4402,-19.948627,-44.136581,2018-07-13,Saturday,7,school
User_2389,-24.010217,-46.429947,2018-07-13,Saturday,7,lodging
User_4751,-7.120494,-34.869614,2018-07-13,Saturday,7,restaurant
User_1348,-23.165714,-46.906466,2018-07-09,Saturday,7,hospital
User_4163,-23.768068,-46.695287,2018-07-09,Saturday,3,restaurant
User_4292,-27.516051,-48.6443,2018-07-09,Friday,22,bakery
User_2115,-15.819616,-48.087477,2018-07-09,Friday,19,doctor
User_1933,-23.56318,-46.582207,2018-07-09,Friday,20,restaurant
User_5218,-3.057074,-59.959761,2018-07-08,Friday,21,park
User_1856,-13.396094,-44.197377,2018-07-08,Friday,21,store
User_3158,-15.916567,-46.106576,2018-07-08,Saturday,0,doctor
User_5493,-3.885072,-38.679718,2018-07-08,Saturday,0,restaurant
User_352,-12.942356,-38.440791,2018-07-08,Friday,18,school
User_2522,-3.023621,-59.988192,2018-07-08,Friday,0,store
User_5390,-21.689544,-49.749127,2018-07-08,Friday,17,bus_station
User_2154,-27.084853,-52.611023,2018-07-09,Friday,17,store
User_2007,-23.691337,-46.445967,2018-07-09,Saturday,3,movie_rental
User_1754,-23.614339,-46.562146,2018-07-09,Friday,16,store
User_2775,-8.065776,-34.928145,2018-07-09,Saturday,3,store
User_1831,-16.723683,-49.259991,2018-07-08,Saturday,5,store
User_5029,-27.575094,-48.527246,2018-07-08,Saturday,18,restaurant
User_2332,-25.435578,-49.275475,2018-07-08,Saturday,8,furniture_store
User_4451,-25.431177,-49.292758,2018-07-08,Sunday,0,bakery
User_1351,-22.644178,-43.2314,2018-07-08,Saturday,23,restaurant
User_4892,-23.52093,-46.700585,2018-07-08,Sunday,16,grocery_or_supermarket
User_261,-3.805837,-38.550735,2018-07-08,Sunday,16,cultural_venue
User_3086,-23.528553,-47.510619,2018-07-08,Sunday,16,restaurant
User_5897,-8.761565,-63.886512,2018-07-08,Sunday,10,school
User_1006,-23.523161,-46.543754,2018-07-08,Sunday,15,park
User_2130,-15.796934,-48.108086,2018-07-08,Sunday,16,electronics_store
User_3960,-12.5778,-38.005913,2018-07-08,Sunday,16,beauty_salon
User_1143,-7.196582,-39.315378,2018-07-08,Saturday,6,electrician
User_1013,-8.113472,-34.904172,2018-07-08,Saturday,23,store
User_1965,-15.848184,-48.039792,2018-07-11,Saturday,15,bar
User_4078,-20.395343,-54.577307,2018-07-11,Saturday,23,store
User_3093,-23.547362,-46.635087,2018-07-11,Saturday,10,cafe
User_1037,-15.64643,-47.795639,2018-07-11,Saturday,14,store
User_77,-22.898193,-43.057696,2018-07-11,Saturday,19,shopping_mall
User_3556,-12.991655,-38.501511,2018-07-10,Sunday,9,restaurant
User_5078,-23.585131,-46.67593,2018-07-11,Friday,12,cultural_venue
User_3715,-22.924518,-43.178641,2018-07-11,Sunday,9,restaurant
User_1521,-20.123409,-40.304182,2018-07-11,Sunday,9,furniture_store
User_4607,-23.56439,-46.642683,2018-07-11,Tuesday,18,storage
User_1005,-23.697613,-46.547489,2018-07-11,Tuesday,17,restaurant
User_2481,-22.383015,-41.787852,2018-07-11,Tuesday,18,accounting
User_2520,-19.922257,-43.967067,2018-07-11,Tuesday,18,beauty_salon
User_181,-23.504445,-46.738918,2018-07-10,Tuesday,18,restaurant
User_909,-23.488758,-47.452686,2018-07-11,Tuesday,17,restaurant
User_4100,-22.742687,-47.331327,2018-07-11,Tuesday,15,school
User_3875,-23.694567,-46.781298,2018-07-11,Tuesday,19,cafe
User_2872,-20.824894,-49.385558,2018-07-11,Tuesday,17,storage
User_5707,-10.909545,-37.072397,2018-07-11,Tuesday,18,restaurant
User_2349,-16.690682,-49.301551,2018-07-11,Tuesday,18,bar
User_4028,-27.71947,-48.6452,2018-07-06,Tuesday,16,store
User_2735,-24.142167,-51.509204,2018-07-11,Tuesday,18,store
User_5234,-26.300094,-48.848125,2018-07-11,Tuesday,18,beauty_salon
User_2857,-23.682829,-46.415731,2018-07-11,Tuesday,18,hair_care
User_4313,-22.390038,-47.580819,2018-07-11,Tuesday,18,school
User_4513,-24.032622,-46.516111,2018-07-11,Tuesday,19,school
User_2339,-27.005147,-48.621964,2018-07-11,Tuesday,16,beauty_salon
User_5568,-15.841522,-48.043467,2018-07-11,Tuesday,17,doctor
User_3924,-23.631738,-46.803647,2018-07-11,Tuesday,18,doctor
User_218,-22.881556,-43.283419,2018-07-11,Tuesday,18,shopping_mall
User_2110,-26.316621,-48.816877,2018-07-11,Tuesday,19,grocery_or_supermarket
User_4302,-22.703484,-43.462173,2018-07-11,Tuesday,19,accounting
User_1040,-29.915042,-51.180449,2018-07-11,Tuesday,8,school
User_2110,-22.844152,-47.121355,2018-07-11,Tuesday,18,restaurant
User_5715,-22.853754,-45.232273,2018-07-11,Tuesday,18,lodging
User_5292,-23.485619,-46.640635,2018-07-11,Tuesday,18,restaurant
User_1267,-22.873721,-48.459786,2018-07-11,Tuesday,18,restaurant
User_3837,-25.55577,-49.171123,2018-07-11,Tuesday,12,lodging
User_173,-19.886079,-44.022313,2018-07-04,Tuesday,18,car_wash
User_5540,-25.563067,-49.339263,2018-07-03,Tuesday,17,grocery_or_supermarket
User_5592,-30.00378,-51.050112,2018-07-04,Tuesday,19,lodging
User_1514,-1.423763,-48.490056,2018-07-03,Tuesday,18,parking
User_5523,-5.772149,-35.274322,2018-07-04,Tuesday,18,lodging
User_4024,-22.869538,-43.359122,2018-07-04,Tuesday,19,restaurant
User_1653,-19.921888,-43.948605,2018-07-04,Tuesday,19,doctor
User_4921,-10.000625,-67.795664,2018-07-04,Saturday,14,restaurant
User_5506,-30.037101,-51.197906,2018-07-04,Saturday,18,furniture_store
User_4377,-22.438592,-44.525945,2018-07-04,Saturday,18,restaurant
User_5862,-16.710465,-43.852151,2018-07-04,Saturday,19,park
User_122,-23.9957,-46.40738,2018-07-04,Saturday,19,stadium
User_5882,-9.732531,-35.891963,2018-07-04,Saturday,18,accounting
User_5772,-23.70078,-46.551702,2018-07-04,Saturday,19,bakery
User_746,-22.894434,-43.228531,2018-07-04,Saturday,15,car_repair
User_4199,-23.490565,-47.504234,2018-07-14,Saturday,18,restaurant
User_2910,-4.87569,-43.345416,2018-07-14,Saturday,19,roofing_contractor
User_3034,-22.840988,-43.368908,2018-07-14,Saturday,19,restaurant
User_5577,-23.492118,-47.435148,2018-07-14,Saturday,19,car_repair
User_1835,-18.905526,-40.073081,2018-07-14,Saturday,19,bus_station
User_4753,-22.302161,-49.094198,2018-07-14,Saturday,18,store
User_595,-23.004631,-43.341095,2018-07-14,Saturday,19,furniture_store
User_2155,-16.314336,-48.014595,2018-07-14,Saturday,19,park
User_3843,-22.792868,-47.190661,2018-07-14,Saturday,19,night_club
User_1743,-15.99964,-48.053598,2018-07-14,Friday,13,restaurant
User_5762,-5.080658,-42.741611,2018-07-14,Saturday,19,car_repair
User_1137,-23.540164,-47.450816,2018-07-14,Saturday,17,restaurant
User_1228,-23.540719,-46.64128,2018-07-14,Saturday,1,post_office
User_473,-8.051084,-34.907928,2018-07-14,Saturday,18,doctor
User_2969,-2.517827,-44.256741,2018-07-14,Saturday,18,grocery_or_supermarket
User_440,-15.836936,-48.01338,2018-07-14,Saturday,19,cafe
User_1780,-12.945019,-38.461069,2018-07-14,Saturday,18,store
User_3494,-15.816624,-48.011401,2018-07-14,Saturday,19,community_center
User_5652,-8.056174,-34.896288,2018-07-14,Saturday,18,store
User_1279,-21.75439,-43.344007,2018-07-14,Friday,19,hospital
User_2544,-22.908225,-43.292365,2018-07-14,Saturday,10,police
User_1742,-23.670249,-46.760378,2018-07-14,Saturday,19,gym
User_2566,-3.739796,-38.598209,2018-07-14,Saturday,19,store
User_3447,-15.919358,-48.049406,2018-07-14,Saturday,19,store
User_5426,-22.322922,-49.075081,2018-07-14,Saturday,16,lodging
User_3934,-22.805581,-43.181581,2018-07-14,Saturday,18,store
User_4175,-2.005417,-54.07592,2018-07-14,Saturday,19,grocery_or_supermarket
User_1085,-23.453147,-46.598502,2018-07-14,Saturday,20,restaurant
User_1254,-29.596741,-51.212931,2018-07-14,Saturday,11,parking
User_5969,-18.777211,-40.997881,2018-07-14,Sunday,7,store
User_4153,-22.953246,-47.089823,2018-07-14,Monday,20,restaurant
User_3029,-29.655892,-50.582082,2018-07-14,Sunday,6,zoo
User_151,-2.552477,-44.2717,2018-07-14,Sunday,6,car_dealer
User_3099,-6.753961,-38.963405,2018-07-14,Sunday,1,bank
User_4761,-30.030974,-51.081324,2018-07-14,Sunday,3,grocery_or_supermarket
User_2600,-3.078538,-60.042027,2018-07-14,Sunday,1,restaurant
User_5029,-15.831696,-48.034658,2018-07-14,Sunday,6,doctor
User_5360,-22.870744,-43.341401,2018-07-14,Sunday,0,shopping_mall
User_3258,-19.82237,-44.005829,2018-07-12,Sunday,6,doctor
User_1314,-22.729874,-52.620223,2018-07-12,Sunday,6,gym
User_4106,-15.241849,-40.23738,2018-07-12,Sunday,3,bus_station
User_335,-23.940729,-46.396389,2018-07-12,Saturday,22,store
User_5907,-11.445629,-61.437345,2018-07-12,Saturday,12,lodging
User_755,-12.955322,-38.444385,2018-07-12,Saturday,20,restaurant
User_2368,-15.841742,-48.026002,2018-07-12,Saturday,15,bar
User_12,-22.858313,-43.461259,2018-07-12,Saturday,8,car_repair
User_3939,-19.77633,-44.083105,2018-07-12,Saturday,7,night_club
User_4230,-20.540185,-47.395558,2018-07-12,Saturday,15,stadium
User_1002,-22.712339,-43.430309,2018-07-12,Sunday,1,hospital
User_3808,-23.526413,-46.799547,2018-07-12,Saturday,22,pharmacy
User_3788,-23.631231,-46.772995,2018-07-12,Sunday,3,restaurant
User_4778,-8.110282,-34.898987,2018-07-12,Saturday,18,restaurant
User_404,-23.540725,-46.277817,2018-07-12,Saturday,23,gym
User_1787,-3.704082,-38.474847,2018-07-12,Sunday,1,lodging
User_1896,-17.706911,-48.157391,2018-07-12,Sunday,3,car_repair
User_609,-23.527691,-46.663822,2018-07-12,Saturday,13,lodging
User_2771,-10.978469,-37.049143,2018-07-12,Sunday,3,hair_care
User_3224,-1.353191,-48.403208,2018-07-12,Sunday,12,gym
User_808,-3.610934,-38.967926,2018-07-12,Sunday,16,restaurant
User_4554,-20.950561,-44.914165,2018-07-12,Sunday,16,store
User_3676,-5.73063,-35.263694,2018-07-12,Sunday,15,doctor
User_172,-16.445671,-39.062246,2018-07-12,Sunday,15,grocery_or_supermarket
User_5571,-23.590931,-46.689673,2018-07-12,Sunday,15,storage
User_5170,-16.013941,-47.985824,2018-07-12,Monday,23,gym
User_1066,-8.686819,-35.595592,2018-07-12,Sunday,16,public_transportation
User_5598,-23.243038,-45.908093,2018-07-12,Friday,14,bank
User_2756,-16.672317,-49.316257,2018-07-12,Friday,14,restaurant
User_1581,-9.971741,-67.806908,2018-07-12,Friday,12,school
User_2543,-19.941793,-43.949433,2018-07-12,Friday,14,furniture_store
User_2684,-23.708295,-46.5521,2018-07-12,Friday,14,convenience_store
User_5629,-21.011239,-42.837694,2018-07-12,Friday,14,cafe
User_2392,-23.40592,-46.40292,2018-07-12,Friday,14,shopping_mall
User_150,-7.510467,-34.933264,2018-07-06,Friday,14,car_dealer
User_3102,-8.021077,-34.909002,2018-07-06,Friday,14,restaurant
User_1667,-29.932881,-51.0942,2018-07-10,Friday,14,moving_company
User_51,-26.902217,-48.688836,2018-07-06,Friday,12,store
User_5612,-23.677707,-46.504903,2018-07-06,Friday,14,university
User_3182,-23.53749,-46.57786,2018-07-06,Friday,14,restaurant
User_4596,-10.284511,-37.014901,2018-07-05,Friday,5,veterinary_care
User_2850,-3.982064,-38.61312,2018-07-05,Friday,15,doctor
User_2775,-8.088627,-34.893548,2018-07-05,Friday,14,bar
User_1287,-20.776322,-51.725356,2018-07-03,Friday,13,hospital
User_2392,-1.355657,-48.414603,2018-07-05,Friday,14,cultural_venue
User_3267,-10.908543,-37.031094,2018-07-05,Friday,14,store
User_3775,-23.64198,-47.826288,2018-07-05,Friday,14,restaurant
User_1904,-22.824164,-42.980836,2018-07-05,Friday,15,restaurant
User_501,-8.038846,-34.939234,2018-07-05,Friday,12,lodging
User_2991,-24.289109,-53.836171,2018-07-05,Friday,14,restaurant
User_4495,-22.887437,-43.469196,2018-07-05,Friday,14,restaurant
User_4302,-22.865386,-43.298569,2018-07-05,Friday,15,restaurant
User_509,-25.880356,-48.577364,2018-07-05,Friday,14,insurance_agency
User_2831,-19.869194,-44.575109,2018-07-05,Friday,14,restaurant
User_2752,-29.715746,-52.426911,2018-07-05,Friday,14,store
User_5625,-21.76444,-43.348779,2018-07-05,Friday,14,grocery_or_supermarket
User_2245,-21.189048,-47.756716,2018-07-05,Friday,14,electronics_store
User_5376,-22.875546,-43.341903,2018-07-05,Friday,14,bus_station
User_2371,-22.91661,-43.63218,2018-07-05,Friday,14,electronics_store
User_290,-23.675331,-46.421453,2018-07-04,Friday,14,school
User_1481,-1.438113,-48.475606,2018-07-05,Friday,15,store
User_4930,-7.101971,-34.842905,2018-07-05,Friday,15,university
User_3555,-21.762429,-48.832188,2018-07-06,Friday,15,storage
User_4501,-14.772124,-39.264656,2018-07-06,Friday,7,school
User_4963,-24.939183,-50.132037,2018-07-06,Friday,7,veterinary_care
User_589,-23.542647,-46.51033,2018-07-06,Thursday,21,school
User_3758,-23.572921,-46.688981,2018-07-06,Friday,8,doctor
User_1979,-23.518754,-46.622121,2018-07-06,Friday,8,gas_station
User_728,-22.337183,-41.75498,2018-07-06,Friday,8,shopping_mall
User_4419,-7.47907,-38.040456,2018-07-06,Friday,8,doctor
User_2000,-20.063675,-43.980799,2018-07-05,Friday,8,doctor
User_1083,-4.75623,-42.567945,2018-07-05,Thursday,16,restaurant
User_5505,-20.140371,-40.248077,2018-07-04,Friday,11,university
User_2354,-23.580686,-46.641075,2018-07-05,Friday,11,hospital
User_4332,-10.885457,-61.932473,2018-07-04,Friday,12,restaurant
User_4548,-30.851368,-51.807104,2018-07-05,Friday,9,pharmacy
User_1505,-19.421929,-44.246928,2018-07-05,Friday,11,electronics_store
User_5138,-23.385705,-46.740113,2018-07-05,Friday,11,store
User_3650,-24.109692,-46.651131,2018-07-05,Friday,11,school
User_5065,-8.059746,-34.887628,2018-07-04,Friday,11,bank
User_50,-22.854481,-43.078172,2018-07-05,Friday,11,car_rental
User_1500,-23.50147,-46.848754,2018-07-05,Friday,11,shoe_store
User_4757,-22.896491,-43.290134,2018-07-05,Friday,11,home_goods_store
User_1162,-22.903456,-43.214884,2018-07-05,Friday,11,store
User_3483,-25.09104,-50.12909,2018-07-05,Friday,11,doctor
